Row,algebraic_connectivity,average_distance,clique_number,diameter,maximum_degree,maximum_weighted_degree,number_of_edges,radius,skewness_weight,weighted_average_clustering
aecd7d11a923461e870e867e983584df,0.822470758273037,1.77272727272727,3,3,6,3.62020521488237,24,2,-0.331413868580356,0.13624171420424
4235602b6fe248b1a98ce4fc7bea719a,0.0915248841821885,2.10606060606061,3,4,3,2.08203020629815,18,3,1.36318372830215,0.0360616373946247
185897ea25cb4753a7c94e20abf7c793,0.632363974570434,1.68181818181818,3,3,4,2.86052866977786,24,2,-0.119182236778055,0.0810287813306343
25e33dd4d3df49f8b7d2a83d1bf4e1e4,0.090523654626825,1.72727272727273,3,3,4,2.39272561052522,24,2,1.08856181733312,0.0435406175907189
06a1cdded98841c1862ea7ace79a51c5,0,3.25757575757576,2,7,5,2.53664150878452,11,4,-0.572806226430252,0
c3856fddf76e4fe18a3d701e36e8780a,0.0771253121810178,1.8030303030303,3,2,11,3.01853034901207,13,1,0.919886012900584,0.0264139898901992
d32074621cee44bc895c556e046c026c,0,2.57575757575758,2,5,7,2.32308371690446,11,3,1.58704059258446,0
b8f4745ed9524f93941e386da602d067,0.254897328904808,1.78787878787879,6,3,7,3.55919173357862,29,3,1.20966113215324,0.211578565627509
afa8677bf1b34d1e9add8d217eb9865c,0.429501334883771,2.18181818181818,3,4,3,2.34965680396255,18,3,-2.17863534148508,0.10803428311881
7a95cedb4668496a9536a6257f8a1d5b,0.0729073793156111,2.56060606060606,4,6,6,3.21221800502322,22,3,-0.204785945043735,0.294122668771082
9801d70ed6ea4456990c8f7cb3098817,0.739518341178509,1.75757575757576,3,3,4,2.78663780785597,24,2,-0.240329604210558,0.117414733294124
4cc689a5e80c4abdbf05e7614bbeb0a9,0.179085672599318,1.63636363636364,5,3,8,2.25100679247635,30,2,1.25926831176183,0.0959470990581798
74d9ad96875e4c618fe2241c68767d4e,0.681591151956479,1,12,1,11,2.53891607832394,66,1,2.92422645917251,0.0813800357297973
5e86bdae6e934ee4903d013cb26226ca,0.339618878731317,1.8030303030303,3,3,4,2.49066875140091,24,2,0.224877304978119,0.14264521436283
e7b2f8b079e54fae980b5c8dea9af144,0.405488088295081,1.74242424242424,3,3,4,2.24345285609637,24,2,0.229286729813609,0.0910443957660219
a8f777010438418f8a0a2c8666c13c4c,0.13736122509162,1.68181818181818,3,3,6,1.7528660669362,27,2,1.67627576377482,0.0535972794998421
a85056fb8a414bf780c27fbc5337c559,1.05548904826638,1.45454545454545,2,2,6,3.19040117202183,36,2,0.159150405388128,0
1ba88914d57741a2a239803046004638,0.597830071129486,1.59090909090909,2,2,9,5.04375538009324,27,2,0.624588670735849,0
191fda0964764317bdc22f1abfbf447b,0.438149472027761,1.74242424242424,3,3,7,3.43438590642364,24,2,0.0179257845689592,0.191128565064883
6fb4f97ed7704b559d7d6b7de09f364d,0.348282089238031,1.68181818181818,3,3,4,2.81376335536358,24,2,0.151898318454109,0.0994637936235774
0335f5ab0a9d4bf18b0d9c7c91d275ba,0.300984692693927,1.39393939393939,5,2,9,1.84204120047734,40,2,2.59085752652985,0.0634145603415388
181fa8bd12944b7b932920731c56bcf0,1.93190632392028,1.36363636363636,5,2,9,6.1345487800012,42,2,-0.196855140557364,0.253207385056367
088ecd6920d946179d327032e79f7c06,0.0727069230616086,2.04545454545455,4,4,6,3.8276527597752,23,2,0.11120155712648,0.278260205956032
fe6286c5699946558db8f2bde4661677,0.191395249392762,2.04545454545455,3,3,3,2.330619991634,18,3,-0.301134568000216,0.0454563786275538
549195b1e20e45da9454f34aa6fb51a6,3.30017487699325,1,12,1,11,7.68489087150432,66,1,0.122443194912331,0.405136064194584
9ea5b819c5824238953f849e5ba59d21,0.927913255043987,1.71212121212121,3,3,4,3.2759722487631,24,2,-0.818364268648844,0.0757443803422469
1e3d4f63ffba4f2ba40c8714e2181a30,0.17727172313012,1.6969696969697,2,2,10,5.87236654896595,20,2,-0.0042901740434241,0
8d77046c16944bd68b6deacb57e7cad4,0.0879091363151087,1.65151515151515,3,3,4,1.27798496516684,24,2,2.27987580808006,0.0165403364817497
339f32fd085a49ebbe41a97e218ac0a1,0,2.89393939393939,2,6,4,1.30494527251412,11,3,1.42711900652176,0
2759c5a3f5164a5e8fd22051a9781a9e,0.109502904401718,1.6969696969697,2,2,10,2.40794274057389,20,2,2.49748750071456,0
a86972f6d64b47d5947660655fb4d055,0.0793494180983867,1.72727272727273,3,3,6,2.01557773910282,24,2,1.60730359591442,0.0577932293402909
c0ec87f5d6e741fdb30c475775d22fe2,0.922774857990727,1.59090909090909,2,2,9,5.18084114744999,27,2,-0.377863141198617,0
9956609bb8dd40779b6d65c4ffda399a,0,3.5,2,8,3,2.55509989292236,11,4,-0.219317594597403,0
897eb24802a342f7b2e82c6003be7e9f,0.123075191049004,1.96969696969697,2,3,3,1.40829223992498,18,3,1.5412138722543,0
ecf33d75b8714a9bb9a53cf70372ee52,0.0316399791575302,2.04545454545455,3,3,3,1.17344045509079,18,3,3.02672021071341,0.0084793710346097
c041084bd66945938120cd91b87a52cf,0.136423494475768,1.72727272727273,3,3,4,3.02771914648324,24,2,0.994674140384378,0.0441396394017162
2fba651735574242b1ac43a4ee6a48b4,0,3.87878787878788,2,9,3,1.96571212997143,11,5,-0.214412373580957,0
3b9b165f6c3148988757d681155a8b18,0.684337820112338,1.48484848484848,5,3,10,5.39994314675021,37,2,0.174715950943468,0.271502426686675
ee5760117a67478b93ce905c672411d9,0,3.25757575757576,2,7,5,2.00805826830869,11,4,0.258680967241848,0
beb1f49a83624c658a1e8de49264845e,0.349499939033209,1.54545454545455,5,3,8,4.93146027632627,32,2,-0.11454055130986,0.184823814584706
15fb34821b9b4d68bf92f93d242c5d47,1.7947443145127,1.45454545454545,3,2,7,5.03930813061407,36,2,-0.0819602263969388,0.0329016700955705
07fbb8e5f081451b91ace19f73026057,0,2.66666666666667,2,5,6,1.72583721803747,11,3,0.677914460337506,0
53b3370d48b343528f193c7a6a79fe97,0.158186811862785,1.54545454545455,4,3,8,2.69248340125717,32,2,2.18444750483933,0.0811077022570279
8e561fffa89549f4ada6f5f72b853c73,0.671485725344037,1.66666666666667,3,3,4,3.07978977185283,24,2,-0.19684873588842,0.0834224965740175
b8b6b04cbce346478030053f9e7dc269,0.164028794994838,1.6969696969697,3,3,5,2.16882374936115,24,2,0.931981238393865,0.0776927921702895
3bd0303325454a2cb56cd97a43abae34,0.0624618906870459,1.78787878787879,4,3,7,2.23628413644262,24,2,2.04942867914672,0.0643806134230986
a68a3100182d4dc78f1c9cf426199ccb,0.510621897759693,1.77272727272727,3,3,6,3.054579477911,24,2,-0.250414812816673,0.124694660598241
1de8a20358d1428da5f253c517590054,0.989626526358798,1.10606060606061,9,2,11,2.83698029181439,59,1,1.45902655463775,0.138487570950064
501c51e721e04cd8ac96b1235d6ba223,0.191505798757368,2.04545454545455,3,3,3,1.54918380488426,18,3,2.82676056007303,0
6e6a4c90eacd4791affc7ec34e26e150,0.512832363358626,1.40909090909091,7,3,10,3.16127711088637,40,2,1.08637875084873,0.169264747868581
a66bc0af1626485ab0cb484e89501807,0.250983801071686,2.18181818181818,3,4,3,1.85963126124045,18,3,0.934901696924108,0.0476128918956617
9e4e165d90b04b7ea7479b306aa72141,1.37351180009013,1.18181818181818,9,2,11,3.38849914599636,54,1,3.17532334238949,0.216723250717646
1238d9dfea1d457ca21325cfb3dcf119,3.74799450769185,1,12,1,11,6.04584212301237,66,1,0.192224275053039,0.389246561928252
1d1151c7761748bc87285fc83d39414e,0.41805796574043,1.71212121212121,3,3,7,3.62840403142594,24,2,-0.121578985640609,0.169780433070479
5778af53c8294302a084eaacf78ca834,0.343146735393925,1.74242424242424,3,3,5,2.66551743311575,24,2,0.416552066747852,0.134914541045576
fbb8471358bd407abfbc923b48458f51,0,2.81818181818182,4,7,4,1.75360069916694,17,4,1.22826877089348,0.134406809057089
709b65705a2f41ec9a09742a6adac0b9,0.323301796026128,1.68181818181818,3,2,10,4.49067020743504,21,2,0.331681109254486,0.0651418178201238
c2d81b47adf744bb826f6f39b1ef51a3,0,2.57575757575758,2,5,7,1.85139444032342,11,3,1.36420206817089,0
60ba277320fa40188ce48742d9341436,0.144054682704446,1.74242424242424,3,3,6,2.01890366828384,24,2,1.26427082391408,0.0644699446391534
9317b660d0224e46b7581a1debc1e397,0.22022538534161,1.72727272727273,3,3,4,1.82311239099378,24,2,1.54832045880725,0.0343737263250381
68192c7982c54c91868aef8a8d77ac97,0.454631426325716,1.56060606060606,4,3,7,3.16004951531592,32,2,0.80086271371653,0.143858669496294
bf689277e953429ab22c7eb08d1c0705,0.152701410557879,1.62121212121212,4,3,6,1.85032846478018,28,2,1.61945110607884,0.0585497657954689
48cf2958eaca4e2788db3219b5e81bd9,1.41865369260841,1.45454545454545,4,2,8,5.36568889549761,36,2,-0.660336410047843,0.279217591303689
7fd797d220a54e4f9154a3b00fbc1ec3,0.269926162664534,2.10606060606061,3,4,3,1.91099717152478,18,3,1.1171075869503,0.0351696660346792
ab559782485547c685c891bec7f62737,0.317844762102555,1.74242424242424,3,3,6,3.31649458709596,24,2,0.0794169300868777,0.149978547535943
d6cb3935765e4cdc8a30cb62630664c9,0.127530861887437,1.74242424242424,3,3,5,2.06141203403716,24,2,1.48645355384091,0.0558301092757152
2bbc0315d59f4a47b15d3475e46feca5,0.171016258721759,2.18181818181818,3,4,3,2.16707277254565,18,3,-0.472554826465672,0.105739270624548
d524696fe1974d9fb04b91592e8b09d0,0.0889096663158864,1.77272727272727,3,3,4,1.18473238090856,24,2,2.9962537195105,0.0195361484052948
e5ba7d16cccc4044bb2a33394ff68a10,0.236678838056517,1.6969696969697,2,2,10,4.67529017315526,20,2,0.501496827398807,0
4b3e7f93d7904267b38b4855e5fc76c2,0.874955688939924,1.53030303030303,4,2,8,4.31025659191855,31,2,0.0723292579876909,0.135960167056279
4b68581c6ca7498f9b7675d1e02a316e,1.37012649289136,1.62121212121212,3,3,7,6.35248671864341,28,2,-3.66480262507534,0.284807648689421
9aa4cdf4b5934ec0b0cb4cef410b5a38,0,3.87878787878788,2,9,3,1.31396875898899,11,5,1.9143295891472,0
987dc85eb6a0461daf4af76e2f149520,3.07091394355201,1.39393939393939,5,2,10,9.49286992752871,40,2,-5.0307298493218,0.515873845501416
ca8bbf6ee7934173b24c9468d7398f45,0.0555817484237298,1.86363636363636,3,4,6,1.44861107180884,24,2,4.00159508340499,0.0412141348176583
9a5cb588e6d840cfb3e7c90fac264cb7,0.505782577157091,1.15151515151515,9,2,11,2.371398846716,56,1,2.91620476553188,0.086073452882681
2f285e78ca46414dad0c08751fb29b46,0,1.83333333333333,2,2,11,4.5826729960733,11,1,0.344036260958944,0
0f98b5a047944c2b89173dd3375f7214,0.131506613759313,2,2,3,3,1.39661711894417,18,3,1.70469343123697,0
2ba4cccdaf5c4e2195a7e31069f0da94,0.563713620904463,1.93939393939394,2,3,3,2.76150232208946,18,3,-0.912918996324668,0
fcb23705237d4fdcad8dab489f7a54df,0.179980923254979,2.22727272727273,3,4,3,1.9830550055514,18,3,0.486187350445331,0.087222238104854
8fd5d7eb791141729c52e13f61bc3355,0.0915074624416445,2.15151515151515,3,4,3,1.58815440294897,18,3,2.32431833537265,0.013071991371354
ab7f695ecaf04f2b8cf1bf5c76b6560c,0.311106463314162,1.93939393939394,2,3,3,2.36928868328384,18,3,0.0222658585506649,0
3b82d2bd609f49d6a8d5d68c16f654e3,0.994680023189303,1.5,4,2,8,4.65485881956047,33,2,-0.0850525702951341,0.256076177078288
8cc016618b494d43a89ece4ed62f20e3,0,2.90909090909091,2,6,6,2.92948102975355,11,3,0.217644234434407,0
cdd37de10121439bbec5496661650340,0,3.59090909090909,2,8,4,2.38903271029403,11,4,-0.165038504166667,0
9c2768c5c4ac4943b84bc593eb8cddb4,0.121425570717904,2.25757575757576,3,4,3,2.39333024081657,18,3,-0.586157307423176,0.134426511356154
2f852d544ef84a95b21a70ec063bcd28,0.862677331149036,1,12,1,11,2.83480887294672,66,1,2.42742080557692,0.100895809445755
dc2ed2c578c14333abab5b03b63268b2,0.0570705626050298,2.10606060606061,3,4,3,1.61710165957463,18,3,1.63589727395096,0.0153448964590368
9b6fca3816cb41e9a3f557ab727fc769,0.968118548849813,1.53030303030303,4,3,9,3.63267160325249,32,2,0.0320740220000155,0.159285935423878
891a58b2d6234bdf814640b529a1df4f,0.458266783034327,1.28787878787879,6,2,10,2.89554568896962,47,2,1.83348565235522,0.125006057550634
6e0e7c4e70a946ab9039219975e4ea3b,0.470655936931908,1.34848484848485,8,2,11,2.39538016238524,43,1,2.20475741825423,0.123776961219463
6729b3c5456043edabd484f84cce6bb8,0.295117256958397,2.01515151515152,3,3,3,1.88270972918869,18,3,0.256145587226716,0.0258712925886362
a010a07c875942f1a59ea5545af5ea23,0.456577054145728,1.04545454545455,10,2,11,1.94449634576756,63,1,4.27185178806755,0.0568437673048422
ad89fbbee3b84054928a160c6c0530c2,0,2.90909090909091,2,6,6,3.69178116301802,11,3,-1.03621373792827,0
e59be0df3740494f97c654c311985548,0.152048208969852,2.06060606060606,3,4,3,2.09218425680106,18,3,0.54684451386159,0.0301250424585852
5e5d1696966747d48c3b9ba6618d210e,0.0421748570452018,2.31818181818182,3,4,3,1.14665948935565,18,3,2.57659942505634,0.0192349901797417
a2c0b200d263498fa5cfefc4b0a9e672,0.0808524492141034,1.77272727272727,7,4,8,2.82190388807394,31,2,1.33871902870701,0.157904276044219
c43e771f3704493f910f3311b80a7b42,1.3638148473603,1.46969696969697,2,2,7,4.26947507302706,35,2,0.227395843488243,0
e47595a36b3a4cfdafe368162b0a10cf,0,2.8030303030303,2,5,5,2.16136735001335,11,3,1.22988900068086,0
c8a320dc2580429b95fcc92b8509a04f,0.430748692941288,1.83333333333333,4,3,4,3.21489244347272,24,2,-0.248996477695412,0.212474436634943
3cf2d63cc1494a008a95f70b68c68461,0.18338341805892,2.07575757575758,3,4,3,2.17876195405186,18,3,0.0805562284723604,0
8638ae1d362145078cb2d8f88213596b,0.245451478428736,1.98484848484848,3,3,3,2.7133458487626,18,3,-0.060169252872276,0.0782799831723399
80db658b536c40c2a93568f3d0feb49b,0.0730929234053383,2.06060606060606,3,3,3,1.42139262076693,18,3,1.57488118577905,0.0163409651628446
e53b39f49dd347f5ae9d56f5b9a9dc94,0.464699911288015,1.48484848484848,5,3,8,2.57813472731929,35,2,1.6833748909494,0.0764112659347601
76fbde70ba874efb9901a5a5411e5451,0.399433137415426,1.78787878787879,3,3,4,2.99232123972344,24,2,0.30945180236798,0.133890120069664
e36c381b342b41a7b80fc22d9c80761f,1.20644949606467,1.46969696969697,4,2,8,4.78074416752618,35,2,-0.365540806788492,0.20567390619773
f72079bdedae440999c247a8b8a74d86,4.42307034478381,1,12,1,11,7.49169296022097,66,1,-0.0877483655943745,0.43879880231397
3b23940aed434399ae3ba3c5d75dc6fe,0.85552473790349,1.12121212121212,9,2,11,3.01241224433747,58,1,1.85262301852426,0.111522389579256
5a7ec4807e6e4e489c54d04e8a8b0f42,1.95153409681322,1.31818181818182,6,2,11,6.01885844882842,45,1,-0.156383850498988,0.314896710780409
b8ccc0fddf6d4efcb87ab34bf2218c4e,2.99133479110287,1.13636363636364,10,2,11,6.8186635078146,57,1,-0.16735036342472,0.406675825427698
1c45a6a315c6416f883f3f5531ce4261,0.213909455949277,1.72727272727273,6,3,9,4.02389580411303,32,2,-0.0064956447604476,0.229510211237766
763747f40d8443cf8f70f6f732ef1191,0.82681775517744,1.45454545454545,2,2,6,2.1514078897106,36,2,1.28159512487967,0
7174e2a5892b409dab30eb0e81478aa0,0.408953854275325,1.68181818181818,3,2,10,5.9089294547433,21,2,-0.444651572920561,0.0495756429227727
d46c8cc4c33f4e658aba0cb5947a8221,2.36857151339664,1.46969696969697,4,3,9,8.48063804247568,36,2,-5.67699938173877,0.475588088949914
a9bcdea492814873aa0a134a34520716,0.098023321981227,1.74242424242424,3,3,7,2.2519562600256,24,2,1.03473732598173,0.0694865382118682
eea3e0b4da0b48e9bd6ee09bf639ea1e,0.202064647249383,1.56060606060606,5,3,10,2.62952732992693,32,2,1.34033961321732,0.125694513226435
f0b13aaeeca047ecaa474fb6141e6685,1.09088681268562,1.03030303030303,11,2,11,3.13264763331393,64,1,2.07674564398887,0.138884583385632
1f2d361d20764653935329f22f5ae23c,0.579525288606894,1.71212121212121,3,3,6,3.65253548371089,24,2,-0.162060870314114,0.109865577365164
21d5120317dc470594d267b76b74eb64,0.0284238007075261,2.10606060606061,3,4,3,1.11377599857133,18,3,3.86045350460665,0.0154844341013117
0427aa4304df48418152e50d6655adee,0.126981722142041,1.6969696969697,3,3,7,1.89210982777576,24,2,1.32400846873478,0.0402422724909738
f747177574634992be809f2d4494826c,0.0827723825027106,1.71212121212121,3,3,5,1.93356505032207,24,2,0.944663026923338,0.0288412874171672
8be9d1cf77254f7eb31450036bd09c19,0,1.83333333333333,2,2,11,4.73003846362952,11,1,0.378806242218574,0
526316e72b894d8485fd395e604a7e3c,0,3.22727272727273,2,7,4,2.44255023310964,11,4,-0.898531738554758,0
01af8fcfa9ac4d02b50844e9f52cd8ff,0.291687991328038,1.6969696969697,3,3,4,2.35282956212974,24,2,0.58642014191747,0.0694064083517971
10a16b8936004591adf1843db785454f,0,1.83333333333333,2,2,11,6.24370909150257,11,1,-0.138301329014999,0
7f27096e73c44f58aba007b2586b2a22,5.10458458352318,1.03030303030303,11,2,11,7.71154069317487,64,1,-1.99274035240567,0.610607585346049
f56ab3ba339d493299233fd3c960698b,1.1017630100533,1.45454545454545,5,3,8,4.82038037643867,37,2,-0.233706625341964,0.212265874112601
c5f14d3f354e47c69d6f229eb53074cb,0.456049672374457,1.71212121212121,3,3,4,2.89277706826554,24,2,0.292288375043398,0.0681722023285242
857f776c590d403db93c91f5b5f1fbba,3.67929555265561,1.03030303030303,11,2,11,7.82230724108805,64,1,0.0333247741199073,0.392528951003238
34e274dafcc24868a585fa75b108df4e,0.0596717129819212,2.1969696969697,7,5,8,4.2745083248163,28,3,0.272087182077772,0.237500492472174
62c4e8ba794e43c2802fd5feb26ad9b2,0.0263997148889924,2.06060606060606,3,4,3,1.96806525211685,18,3,1.71679340872366,0.0315388870809666
98277e2a6b7e4ce384e15121ce20600d,0.522184425655258,1.75757575757576,3,3,4,2.86891295155805,24,2,-0.0652908938428879,0.0980769003493489
c36efb71e3714de39a64558e48722c70,0.941158523223334,1.45454545454545,5,2,8,4.12635448492277,36,2,0.0647264859102891,0.239806313607981
84b06c6a04984461a89ed13a7a4ca8ed,0.33559106706716,2.25757575757576,3,4,3,2.52075201573106,18,3,-2.2096689931536,0.11056342022971
cabcfdd88d734b3d9d65a6ae135d336d,0.689352553014461,1.5,4,2,9,4.78105162175156,33,2,0.797002382874077,0.232197470273705
802b84a315754838ae1ec35430d6426b,0.36121013477486,1.74242424242424,3,3,4,2.31818645680141,24,2,1.3507442146735,0.0709438033947772
08b298c910a04e7193065e2f6f83e6a0,1.05311147830832,1.45454545454545,5,2,9,4.48296913043841,36,2,-0.0048397306034948,0.234773631795958
153a66c241db4d5da635b33d63e6f428,0.139990980937606,1.6969696969697,3,3,4,1.93803245025905,24,2,2.03304025746273,0.0313802147372099
b4a3827c681d42d28cdb74d17ae9e8a2,0.224863887488959,1.66666666666667,3,3,4,2.25050331258483,24,2,0.9644591532496,0.0359733099097683
9e5850ad4f804c5cb4246699c37c6049,0.650592319571332,1.71212121212121,3,3,6,3.61566054066387,24,2,-0.567878112243522,0.140888003605875
e8ca9e1d3f204745b1f7f91d941161f7,0,3.21212121212121,2,7,4,1.62305540166921,11,4,0.996741504357443,0
27d89d153b5944c7ab1e5bd21bf8c147,0,2.89393939393939,2,6,5,2.84206684635832,11,3,-0.414890132931755,0
cccbb297ca9e4552bbeda711e084ac1f,0.751172448975795,1.6969696969697,2,2,10,6.33848278721949,20,2,-0.658296525457562,0
ce60c850657b44e2bb9082de38634ad4,0.306850876451164,1.77272727272727,3,3,4,1.95374299752088,24,3,1.35379488141432,0.0516076773485036
491ef9a7edf3487c83931c0a97e39326,0,2.57575757575758,2,5,7,4.73505261822008,11,3,-0.366613968574028,0
89c763ccfc8b402b8758035211bd21a9,0.241967952682113,1.39393939393939,5,2,9,1.6385838103118,40,2,2.86035599884827,0.0569536927348694
5e7c7a2271e3496987c7f57421aee6a3,0.0508978922712516,1.54545454545455,4,2,11,3.53967346282538,30,1,1.64766663893485,0.118933101488652
