Row,fixed_angles_constant,interp,qibpi,random,three_regular,tqa
576d01402baf44e4bdbb6aad41345e4d,374,721,100000,424,100000,80
d72da268da3f47f08b9ad654e4927ecf,81,232,120,172,21,31
06934e13e2144459a526cb33e72a5fd9,100000,642,100000,100000,16,60
8f44f677f87040f6a10769c5fd73f480,78,798,13,159,67,41
47edcba37d4b4cf4a14a6400bb3ce4f0,103,350,14,100000,17,43
d881f476adff4659b54203655fc3f408,226,343,13,331,15,38
8707a158d17441d5a826b509a3a2f748,322,623,100000,100000,100000,26
85d6e21e73a64423bbf0de3e93012d00,100000,530,17,100000,19,40
ea4568290fa847898ca40c8ffc7abcc1,82,900,140,25,44,29
fedba4cac9444a898a0ebbcfd371cb84,100000,100000,20,207,25,51
2d1764c0a6f4448aaab6249c97a441ea,100000,100000,20,100000,49,43
0e97de6e0db5459488ba960d541e7919,160,100000,18,100000,18,56
aecd7d11a923461e870e867e983584df,159,1438,17,100000,24,38
4235602b6fe248b1a98ce4fc7bea719a,100000,1066,19,100000,19,136
185897ea25cb4753a7c94e20abf7c793,427,599,24,100000,16,44
25e33dd4d3df49f8b7d2a83d1bf4e1e4,100000,327,17,75,95,50
06a1cdded98841c1862ea7ace79a51c5,100000,876,20,100000,17,48
c3856fddf76e4fe18a3d701e36e8780a,213,916,17,349,249,72
d32074621cee44bc895c556e046c026c,100000,1534,100000,100000,27,177
b8f4745ed9524f93941e386da602d067,161,707,24,100000,19,58
afa8677bf1b34d1e9add8d217eb9865c,135,767,34,80,34,51
7a95cedb4668496a9536a6257f8a1d5b,90,869,12,100000,15,44
9801d70ed6ea4456990c8f7cb3098817,99,1198,18,100000,32,56
4cc689a5e80c4abdbf05e7614bbeb0a9,100000,589,14,100000,155,59
74d9ad96875e4c618fe2241c68767d4e,100000,752,9,100000,19,51
5e86bdae6e934ee4903d013cb26226ca,64,517,17,100000,15,45
e7b2f8b079e54fae980b5c8dea9af144,59,554,11,163,14,33
a8f777010438418f8a0a2c8666c13c4c,198,944,13,100000,13,65
a85056fb8a414bf780c27fbc5337c559,39,240,16,49,41,29
1ba88914d57741a2a239803046004638,78,268,19,100000,29,30
191fda0964764317bdc22f1abfbf447b,134,589,159,100000,21,41
6fb4f97ed7704b559d7d6b7de09f364d,47,753,13,175,14,38
0335f5ab0a9d4bf18b0d9c7c91d275ba,139,1016,10,220,10,48
181fa8bd12944b7b932920731c56bcf0,100000,1630,26,100000,100000,45
088ecd6920d946179d327032e79f7c06,94,651,11,48,17,34
fe6286c5699946558db8f2bde4661677,100000,958,19,170,19,63
549195b1e20e45da9454f34aa6fb51a6,100000,567,22,100000,100000,38
9ea5b819c5824238953f849e5ba59d21,169,506,24,100000,34,60
1e3d4f63ffba4f2ba40c8714e2181a30,132,422,23,100000,100000,47
8d77046c16944bd68b6deacb57e7cad4,272,2511,148,466,27,103
339f32fd085a49ebbe41a97e218ac0a1,115,539,137,96,137,116
2759c5a3f5164a5e8fd22051a9781a9e,257,1190,22,100000,100000,96
a86972f6d64b47d5947660655fb4d055,363,1398,18,100000,100000,63
c0ec87f5d6e741fdb30c475775d22fe2,31,512,32,266,45,33
9956609bb8dd40779b6d65c4ffda399a,263,897,17,100000,16,98
897eb24802a342f7b2e82c6003be7e9f,82,1536,100,179,100,96
ecf33d75b8714a9bb9a53cf70372ee52,100000,2863,175,354,175,100000
c041084bd66945938120cd91b87a52cf,100000,601,44,100000,291,48
2fba651735574242b1ac43a4ee6a48b4,100000,100000,53,100000,31,100000
3b9b165f6c3148988757d681155a8b18,81,311,16,54,20,23
ee5760117a67478b93ce905c672411d9,66,572,24,101,14,47
beb1f49a83624c658a1e8de49264845e,70,933,32,100000,61,74
15fb34821b9b4d68bf92f93d242c5d47,22,196,27,59,100000,19
07fbb8e5f081451b91ace19f73026057,52,703,11,138,11,67
53b3370d48b343528f193c7a6a79fe97,153,890,18,100000,100000,68
8e561fffa89549f4ada6f5f72b853c73,100000,520,13,33,14,35
b8b6b04cbce346478030053f9e7dc269,100000,858,100000,100000,14,56
3bd0303325454a2cb56cd97a43abae34,261,762,26,100000,100000,104
a68a3100182d4dc78f1c9cf426199ccb,207,864,19,100000,16,43
1de8a20358d1428da5f253c517590054,36,800,13,100000,133,30
501c51e721e04cd8ac96b1235d6ba223,100000,918,16,170,16,100000
6e6a4c90eacd4791affc7ec34e26e150,100000,759,10,224,104,33
a66bc0af1626485ab0cb484e89501807,166,950,6,100000,6,60
9e4e165d90b04b7ea7479b306aa72141,92,485,13,100000,18,37
1238d9dfea1d457ca21325cfb3dcf119,236,1101,18,100000,29,45
1d1151c7761748bc87285fc83d39414e,131,685,15,149,16,41
5778af53c8294302a084eaacf78ca834,96,900,20,299,11,67
fbb8471358bd407abfbc923b48458f51,277,590,13,122,61,53
709b65705a2f41ec9a09742a6adac0b9,105,814,15,100000,26,50
c2d81b47adf744bb826f6f39b1ef51a3,100000,1462,100,113,19,79
60ba277320fa40188ce48742d9341436,213,624,72,100000,17,48
9317b660d0224e46b7581a1debc1e397,70,366,15,69,15,39
68192c7982c54c91868aef8a8d77ac97,100000,505,13,126,21,33
bf689277e953429ab22c7eb08d1c0705,100000,977,28,100000,100000,80
48cf2958eaca4e2788db3219b5e81bd9,327,100000,21,438,28,28
7fd797d220a54e4f9154a3b00fbc1ec3,166,394,16,219,16,34
ab559782485547c685c891bec7f62737,78,468,156,100000,19,37
d6cb3935765e4cdc8a30cb62630664c9,101,610,9,102,82,75
2bbc0315d59f4a47b15d3475e46feca5,171,728,14,103,14,96
d524696fe1974d9fb04b91592e8b09d0,148,977,100,100000,34,151
e5ba7d16cccc4044bb2a33394ff68a10,100000,821,16,100000,86,60
4b3e7f93d7904267b38b4855e5fc76c2,69,1046,22,100000,34,36
4b68581c6ca7498f9b7675d1e02a316e,168,454,25,100000,100000,33
9aa4cdf4b5934ec0b0cb4cef410b5a38,181,755,108,311,131,104
987dc85eb6a0461daf4af76e2f149520,100000,100000,100000,100000,100000,30
ca8bbf6ee7934173b24c9468d7398f45,100000,2410,101,263,58,120
9a5cb588e6d840cfb3e7c90fac264cb7,147,1402,8,100000,19,38
2f285e78ca46414dad0c08751fb29b46,100000,593,15,100000,25,58
0f98b5a047944c2b89173dd3375f7214,235,1375,12,197,12,140
2ba4cccdaf5c4e2195a7e31069f0da94,241,823,17,127,17,35
fcb23705237d4fdcad8dab489f7a54df,252,725,14,100000,14,58
8fd5d7eb791141729c52e13f61bc3355,100000,100000,31,100000,31,125
ab7f695ecaf04f2b8cf1bf5c76b6560c,208,931,19,100000,19,100
3b82d2bd609f49d6a8d5d68c16f654e3,48,1081,16,269,24,25
8cc016618b494d43a89ece4ed62f20e3,83,801,74,100000,12,62
cdd37de10121439bbec5496661650340,64,284,100000,41,13,42
9c2768c5c4ac4943b84bc593eb8cddb4,100000,547,18,144,18,56
2f852d544ef84a95b21a70ec063bcd28,100000,927,15,100000,25,52
dc2ed2c578c14333abab5b03b63268b2,100000,947,100000,100000,100000,127
9b6fca3816cb41e9a3f557ab727fc769,66,949,18,100000,22,30
891a58b2d6234bdf814640b529a1df4f,100000,982,11,264,22,27
6e0e7c4e70a946ab9039219975e4ea3b,100000,883,9,100000,19,45
6729b3c5456043edabd484f84cce6bb8,213,990,20,100000,20,137
a010a07c875942f1a59ea5545af5ea23,120,485,9,100000,11,49
ad89fbbee3b84054928a160c6c0530c2,100000,1208,189,100000,92,78
e59be0df3740494f97c654c311985548,100000,615,18,112,18,41
5e5d1696966747d48c3b9ba6618d210e,355,1301,62,100000,62,254
a2c0b200d263498fa5cfefc4b0a9e672,62,1058,11,100000,100000,35
c43e771f3704493f910f3311b80a7b42,30,321,20,80,30,33
e47595a36b3a4cfdafe368162b0a10cf,173,1455,100000,100000,100000,88
c8a320dc2580429b95fcc92b8509a04f,100000,624,18,100000,24,59
3cf2d63cc1494a008a95f70b68c68461,100000,1422,19,100000,19,71
8638ae1d362145078cb2d8f88213596b,84,573,19,100000,19,60
80db658b536c40c2a93568f3d0feb49b,86,1259,101,100000,101,63
e53b39f49dd347f5ae9d56f5b9a9dc94,100000,1162,22,100000,36,77
76fbde70ba874efb9901a5a5411e5451,65,1021,16,100000,14,40
e36c381b342b41a7b80fc22d9c80761f,48,330,19,90,23,28
f72079bdedae440999c247a8b8a74d86,100000,822,23,100000,100000,42
3b23940aed434399ae3ba3c5d75dc6fe,100000,1568,9,116,98,34
5a7ec4807e6e4e489c54d04e8a8b0f42,100000,823,19,100000,42,26
b8ccc0fddf6d4efcb87ab34bf2218c4e,100000,1073,19,100000,100000,46
1c45a6a315c6416f883f3f5531ce4261,100000,1378,23,100000,23,32
763747f40d8443cf8f70f6f732ef1191,68,181,18,56,20,22
7174e2a5892b409dab30eb0e81478aa0,77,253,37,100000,53,33
d46c8cc4c33f4e658aba0cb5947a8221,100000,100000,100000,100000,100000,34
a9bcdea492814873aa0a134a34520716,100000,621,11,173,281,53
eea3e0b4da0b48e9bd6ee09bf639ea1e,100000,961,10,100000,100000,72
f0b13aaeeca047ecaa474fb6141e6685,45,962,12,53,21,37
1f2d361d20764653935329f22f5ae23c,65,752,144,100000,20,32
21d5120317dc470594d267b76b74eb64,100000,1559,270,100000,270,464
0427aa4304df48418152e50d6655adee,101,868,100000,214,19,61
f747177574634992be809f2d4494826c,100000,484,38,47,17,44
8be9d1cf77254f7eb31450036bd09c19,100000,743,14,100000,30,52
526316e72b894d8485fd395e604a7e3c,37,406,18,113,14,40
01af8fcfa9ac4d02b50844e9f52cd8ff,193,587,48,100000,13,57
10a16b8936004591adf1843db785454f,128,524,44,100000,114,30
7f27096e73c44f58aba007b2586b2a22,100000,604,100000,100000,100000,24
f56ab3ba339d493299233fd3c960698b,33,497,24,100000,27,33
c5f14d3f354e47c69d6f229eb53074cb,64,682,19,100000,16,174
857f776c590d403db93c91f5b5f1fbba,116,976,18,221,100000,34
34e274dafcc24868a585fa75b108df4e,100000,1170,13,100000,21,39
62c4e8ba794e43c2802fd5feb26ad9b2,398,1823,55,387,55,195
98277e2a6b7e4ce384e15121ce20600d,100000,693,33,100000,15,65
c36efb71e3714de39a64558e48722c70,100000,1006,16,200,19,27
84b06c6a04984461a89ed13a7a4ca8ed,86,906,27,95,27,33
cabcfdd88d734b3d9d65a6ae135d336d,39,349,17,38,24,22
802b84a315754838ae1ec35430d6426b,100000,863,41,100000,22,117
08b298c910a04e7193065e2f6f83e6a0,131,372,11,100000,20,27
153a66c241db4d5da635b33d63e6f428,98,697,15,100000,203,69
b4a3827c681d42d28cdb74d17ae9e8a2,298,510,25,153,190,66
9e5850ad4f804c5cb4246699c37c6049,62,539,19,240,29,24
e8ca9e1d3f204745b1f7f91d941161f7,100000,902,243,100000,100000,138
27d89d153b5944c7ab1e5bd21bf8c147,74,396,29,221,14,35
cccbb297ca9e4552bbeda711e084ac1f,44,642,27,100000,100000,31
ce60c850657b44e2bb9082de38634ad4,116,731,15,132,17,50
491ef9a7edf3487c83931c0a97e39326,312,664,23,100000,48,71
89c763ccfc8b402b8758035211bd21a9,100000,1370,20,100000,12,79
5e7c7a2271e3496987c7f57421aee6a3,100000,1130,23,100000,100000,49
f7135a97283f4b39a5dd5c4037bac8bc,127,831,17,100000,63,38
779a6ceac7614459ad3a8bda36a2c0c9,100000,730,25,100000,43,112
c20d010877cd41ada39f5d3e8ab06d87,160,1236,19,100000,23,70
b1b01289ff434169b25ad5b386676eed,176,781,19,100000,100000,47
9c76cf6be421475c87506166913948a7,26,245,25,38,35,20
c184aa458bb24d249f8000c3e7ef6460,164,345,111,78,100000,100000
e6d96333a66f4620871fae5490222525,379,1217,16,100000,28,46
df16070633bb4631980398f49a647cc9,202,1164,262,139,225,290
abb154d502ed4e7cbb89f3ae7f570208,111,437,208,188,24,38
b81c5f89c1f147119ef5e1d2ae691009,100000,1102,109,100000,75,50
6533f37f4a644de6ad316534f67de130,100000,1103,100000,100000,42,222
ea3f007c4eae471aaf9917291e998ef4,100000,100000,39,100000,60,88
5881174ec98f4a90a8c589810ffca21d,160,992,31,68,19,36
56359f783850416fb9f8541cd4472b38,100000,813,22,117,30,30
c742ed4713e3411aba65ba6c5ebd05e5,100000,1874,100000,100000,78,100000
66fa8b098ff249cb92c92d06f0b36c89,100000,1711,15,100000,15,71
2afba8516d204b278a2ac7c1faec1203,74,282,17,116,194,35
4a4cb18b4a3f43f58aa9bc82155bc944,124,940,25,100000,88,43
caaff3847f22445e981c6bcd91bbcd41,100000,491,13,514,13,52
39fd6c6f3b57417f897b337ad9d17dee,317,1922,132,230,13,250
0ceb5f5358594f929d26fc6ef07cf862,100000,736,17,100000,26,31
ec60925487174ee6affea3e5204d1b72,35,100000,45,251,100000,30
512d3a5448374aa2bb7247759166216f,40,355,35,122,35,25
c98845056e234a17abb7ae369150b33c,100000,947,29,100000,29,100000
fa557224270f4a8a8b1921d4521d1c5f,116,869,15,377,13,52
abccb5ae893e41ebab110edf943ab80d,100000,359,84,157,21,33
7269800225a44e21add22c8542147ada,94,944,20,244,22,42
c091b277bf9f4ab1ac303849cac3e147,100000,1160,100000,100000,100000,92
6562b3b1531b44b7a74f7c15824f9469,100000,405,100000,100000,100000,27
7f20d26079a544b7acb4c1962bc2f191,189,856,19,168,37,51
8641776594d847d3b8c931a7b3d1a2ba,108,512,10,305,15,60
292c474e9d1f48d894be0cc655bc8709,229,1033,237,247,12,60
f97b524fe88245cbbf5ef80c927b5002,100000,100000,99,100000,124,100000
8bf93c0a388c411183f5147bfa06bca1,100000,489,9,100000,15,36
cd9e3a8461824b809eba3570b067b4ff,129,423,17,237,19,30
2aa7b562526441a78f648876fe8960a9,78,502,105,100000,105,61
6956153933b14e17adc696fd38f5ed3b,330,809,15,100000,15,72
e5fc2b5cf9f947b5ac0942c34e2c687f,298,1548,30,100000,30,131
dd24da574d8243d982b6296d2bf1627a,314,100000,19,100000,100000,31
99bb932b6043457495b7e0bc4367925d,140,819,28,228,14,66
42a5f4e1f12c483cb199528ceb312281,41,482,28,63,70,28
43a8e533f7cc40a2a2a6df80a35b7a5f,70,784,32,100000,100000,32
147cf77391804267a44b4d5ecb4b429b,168,710,63,100000,63,66
c5376fc1e38b44b1936986e511154632,100000,100000,13,180,23,53
a8c01137b6d54898894b19226c361778,32,533,5,100000,38,19
df6172c629164581b14589f89d1c1bc7,95,721,18,100000,18,36
86c9a91d576c49a187a287b0b66565aa,147,886,22,100000,17,86
f7bdd65a3c5e4f159083f60989084539,100000,989,14,169,267,38
7b53d69e9a05494786a154b513669e93,100000,767,28,100000,28,96
49b70da3b3234b6eb8cfc9d1ae671a1f,34,1054,29,100000,51,27
8c15ab0a972d499c98c09b6a59b5ca5b,100000,481,19,100000,22,48
ad028629762e43df81c86c633290f19b,153,247,12,116,11,56
b32ecbdf6b194f53b410d578bc000ee4,100000,100000,100000,100000,100000,69
3ed96401b57d4fc191e6d61691be28b4,86,1065,17,116,22,34
b8fc4bd6177f49d0a091eb6626c99372,37,285,100000,100000,100000,100000
cc7b04baa0414fdfb152ac64c9243619,144,1504,11,381,11,87
1d512936bc11410fbef762ffbda36317,100000,970,23,100000,46,83
dda98ee8050f4fa3b987c5c5df057c47,82,338,14,100000,17,32
c064e8c8de17424e8c28b9d9e1a66ef9,343,1951,151,100000,79,164
ddba66b1af2c4af78c38caa8ee3cb937,29,336,19,51,27,23
9077f67a0ba6418ca2b80bfe68335653,100000,983,17,148,15,36
8e7b95a21cb34355879463cb33941b4f,100,1332,21,100000,30,32
eea5f10a56154936a3de115e620eac08,94,216,13,56,14,34
08f8efb0ca01404a9eafbd83b5672d13,100000,100000,29,100000,100000,51
2c6e2819a9e34da9af280c9056e3e196,234,2574,114,100000,114,291
ab669f5296f44db48d702801175e64f2,100000,1107,19,100000,100000,94
342193ed13694b678786e331dbf4b3c5,44,414,12,87,17,24
167662bbfa0f43378235626166a48c72,100000,461,20,95,34,38
3c201c42b123413a944e40dbc5712433,146,1082,15,100000,15,54
acd1490a4ee349588ca53a0fcd32b596,43,287,17,100000,22,31
10e3a59ebd164dec8b54e45db5b7e8a2,56,277,14,38,13,45
0550d3f4c0204a77b7dbc7e0440b8f13,45,276,24,40,48,24
04416c5d4c38403193d11e20c00aaa3f,402,1792,39,100000,39,202
43fd02a964964adab270a3ad39aab053,66,685,16,100000,31,39
43df2b7353124f9080c90937288d4792,100000,100000,100000,100000,25,194
89f66a383d4f4847aede0e2bccc985b9,115,784,19,290,47,36
0bdf5c84d3e24eadada252edfd772931,72,314,15,70,34,32
d4c2994850bf4f018deb163561c1df9d,100000,100000,27,100000,34,28
85212ac83c1d4b3aa04e399488520f18,141,1065,20,213,44,38
f0ac5b76174c4c4b951044ffa78d320b,38,481,29,93,44,37
9dc5bb9bb23545e7af7d4093f74b17f5,93,673,34,100000,37,78
f79d757b992047d8ab18458ee073a1cb,100000,702,100000,398,17,69
6a3ab48091724a64beb0418ba8062be9,73,680,100000,323,76,59
833a707beb1a4c0b8a56d03abaed0d8b,100000,433,19,100000,100000,49
bf469ad85f51434682f597debd07c234,92,1204,24,100000,81,85
4aed86c689bf49eda2f6b7649b84ba3f,100000,1056,17,100000,30,38
bb07884c708d4164a2e144045b53a80d,130,630,26,100000,34,34
bac23d85a3a140c5b79a1dc18ef9040f,100000,532,20,260,31,33
d49892b368074107bec4fedfc197aa33,100000,563,23,100000,37,34
41038ce74cd249099bd4313010930ea2,145,495,14,100000,14,66
f98764f1524745faa6f04d4d36f88a4e,100000,714,154,100000,36,29
d15cf8505bc74147aa010f0457f9003c,100000,1445,20,100000,21,69
b8e3920145974ff3bd8dd291970503fe,54,389,13,103,90,32
46c5b8f76c6f4b2393aa7121764479c7,69,995,14,100000,25,43
6b53e34112784b2c97248dd28a1a8bc3,107,296,13,78,12,44
9d877c0983f847179a9509c3a69b20d2,167,1070,81,100000,52,53
af08bd322ef949b7959fe97ef79b7136,100000,551,21,100000,100000,39
8a23f9b030c7416aa1424cadcc620a8c,69,704,18,100000,42,72
f9953a3a68d14e8982eb30a2a49df93a,148,623,18,58,18,47
f480dd23625947198ec7576bbdd97d8f,163,676,15,100000,17,35
03a7b962e13c414c85cd0e10ed7ca93f,81,908,27,100000,47,36
1443a7263f0644ef93ff33aa5126e2c2,100000,1096,22,100000,34,31
93086ff65c8749d38118d2768454b29a,109,1478,70,100000,19,91
6ed9ac4367de4157b43513f7bd9774c6,193,1459,22,100000,22,38
1eb98cdf42d14516ad55b7c593fb3dfb,250,747,95,100000,100000,29
10db02ee3521478397812d53f81709f9,93,397,20,77,25,25
6eac2f6380014691aecb2b002ceb131f,64,1109,27,291,100000,24
cfc8788a7c4b45358633faf85ffcddb6,100000,1312,100000,100000,48,85
e0666732684144ab961437168c88eae9,100000,622,43,127,26,85
5890fa5591e14783aaa4e6034c6dfc9e,100000,1051,41,100000,13,61
c78facf330d34847a4661f3786606f5c,100000,970,50,100000,43,85
59fbf20aefda46379beca79faa384c44,157,782,22,100000,28,28
7c2f2fb832894e62b174cd8f08bf7b73,127,549,79,251,86,74
8be1558322974aeb97ca70b6ee85830d,161,463,13,100000,17,50
93600a5a5dc143279cea8e948b5c0f90,110,829,20,100000,16,63
e0198364bbad40ea82cb55be18ec906b,100000,935,100000,333,20,54
2a48a376691249b3a86b1ae4eb3af330,80,624,13,100000,13,66
4a81f889623f4baebf0e3fa65cf16c48,19,252,33,165,100000,22
8ee27e11fe81447eb49bbe678476139e,187,100000,24,100000,29,63
d21d32cfcbd3454b8d3bf48b0f80514b,181,761,14,100000,14,114
6e2413a499384562a06073f9077512c6,128,879,23,100000,68,40
f4403ad4ee8c48dc826d4a7eef0c1884,82,532,60,100000,18,61
a3ccd07561454229bf01bd42c8666905,210,492,12,124,156,42
cdf51b36ad4b44069f1c4c66e3e6ed93,202,644,84,100000,22,37
759ae956a610436795b7b2d1b5559c84,40,491,28,98,43,24
baec5401407d434daa013ec479622a1e,179,2172,100000,421,171,339
08b51b1ff2024aefa32ddd26df9400c7,140,532,15,100000,20,38
f227b1a829b54682b8518e5733e46bfd,73,463,18,100000,20,61
eb383c42470f4a1795eb2b0cdee85168,100000,518,116,102,11,65
d46190e2aeac45e6bde162b2e91de951,100000,940,22,233,100000,64
7382e68ea7d84d0793ae887d91f46f13,128,1107,20,100000,39,101
4d2cedfe73564553892c561fdf1240aa,73,662,19,100000,43,28
29dfd3301a62461cb1347b4f736e5ff7,100000,1055,21,100000,100000,77
73289b5d75d74818a5139cbe4d43d203,165,748,42,100000,22,83
5687b89c5f6e421697f1960e2ac3d8c5,165,687,16,100000,25,31
488b8b83ec6e447a84ea04b3bd30b4b5,85,508,39,100000,28,43
6504cdba82de429db1f27452ead12416,209,100000,18,100000,23,50
bd07ef83c9c94c0d844cb6f000989a00,42,621,22,100000,47,39
e30f40f88d214898b47a38ba275b44a6,654,4392,257,100000,100000,733
a5e6c003d2a34f49bb419917b6a9dfc4,100000,988,21,100000,41,66
c6d6d6f7724d49f1b74fdd4ec0824a97,100000,610,16,100000,22,36
73ab9e52db93444a92167d6e6c019e72,100000,1025,16,100000,16,41
ed36da2e4b204a4ba2d6e5d64106bdf0,100000,100000,19,100000,75,152
cc8c46384bc843b5b59caea25cbbce53,134,564,17,100000,24,43
4aa53d94c669400a8c83d20c5b5a1662,67,610,13,81,20,44
b5ca16f6ad5e4080b1862f52f1decf0a,69,855,14,100000,18,42
0bcdb59e553b4b06af3ff953ac42d975,100000,815,19,185,14,44
1ea1fc89f4d448d98c0f8775af50a087,100000,1018,11,100000,23,61
16e7c9fa693441b1b782b03f05d857bd,64,598,9,106,34,60
10f928c0e4e448169b933efbb5f8bd61,99,523,12,143,11,46
b78866570c864928af5df7091d010e77,26,134,24,100000,33,21
d767a21e0c2f4fa3ac7acf634678d3f2,39,791,19,100000,100000,29
c6dc506f3d7e480c9f73d73c07248607,98,354,56,100000,100000,37
038e53ff60484b8eac44fda7b6621b95,138,647,37,100000,16,37
8769f19a703542678cc612915cf04f88,100000,1399,34,100000,30,74
8a5deb6138a0410ba9db81d02d8628bc,106,696,19,100000,29,55
c1615a59eb4f42719bccbf99a02bb858,91,303,23,68,75,31
325d7985aa7b44c895ec0f8c0fcc475a,100000,565,18,100000,21,42
e67cbaf2d1fb491a83fadb7582d58a70,76,662,19,100000,13,54
a095d844b9374ba89caac0e8af2b3262,100000,509,19,100000,100000,44
2adbb54277284749ab3f49265a851f06,78,1061,16,198,17,57
e71433b860d34160a4a6dce2ba51d7bc,3,4,3,3,4,3
21e937cfb7624558a054930ad489edf7,117,921,14,93,14,51
0064fa0f34a742c496fb7e983f0ccfdc,61,285,33,337,69,48
08135a09c7bc40859e4e55a223cfe7c1,100000,1652,21,100000,134,56
e776b36cef104539a789a11d5ef40878,101,1240,16,100000,100000,46
0ea716954bd842fc80784dc2e32f4e97,97,1063,118,100000,118,127
a0b9cd8339ec4f9eab831533f602f142,100000,447,17,150,18,46
f68aa1ae5dc84a038ea23189ceb7a0e9,19,164,24,100000,79,27
abf88f9c82094c90b99a7d72889a09b6,166,458,19,227,25,29
5cb89d43fed04489a9f49b1d9be7d1ac,100000,1098,16,100000,16,55
eb513974ff9f42908969919d1ec802fb,210,1232,39,246,36,80
07d9caed21a94be9a14db148e740beed,86,713,12,118,12,51
24cc77380ca6466691cd0f734df26550,195,569,18,227,29,42
336a3989e7474e92b2bcf8c233a62b4f,108,620,23,100000,100000,65
b448801720bc4747a68531b037d03f52,382,1272,91,164,92,180
ebb569c1e1cf434eba000e0e387c78d2,202,1285,47,100000,19,46
080163ad951e4d5fb8fb428a021fdca8,111,451,143,100000,40,29
dd50da1a6d4b4d99a2e4e3474e389699,100000,100000,100000,100000,22,116
14e1e0cc265f4dd0821b5705b723e724,100000,1277,20,100000,100000,92
b1bb7d93825447ccb6bcebcae4946af4,40,560,100000,148,100000,35
af868a43a63a426f8a9de9ad008dd00f,100000,886,16,100000,15,64
accb2f863e2c40d6a6f9bd0e8d0f1d90,274,573,23,222,14,67
4a1e31191ce24bc68e000024f76720d7,897,333,100000,100000,100000,26
801699856440476094c1f028a5c76a45,32,217,19,100000,35,100000
968f03f2c4f14ba0b5d27c605c6b9adf,100000,707,100000,100000,100000,31
1815b980c5174a5f9fac5b6fa3bb0823,324,1342,189,258,116,134
2d5b0527aea74a21af03791d6b787851,90,718,14,78,14,37
c5916faa63794487bd65e0bb181fab6d,100000,657,18,253,34,44
f9df60f4702c4a549a114cc9739b8dc5,143,1102,100000,109,100000,64
ed48a8a893bb477e8d7800e2f0484060,75,639,14,217,19,34
a11ec1951970496389a5ab5e620abbcb,68,794,12,129,12,44
6932e88d4a864658acca714def55ffef,97,100000,17,203,15,121
84f1be1db48e4e1cbc89ee7dda0a7640,22,227,11,32,15,17
c6050b369a8b4577878ae267163fe7af,100000,1357,143,100000,85,108
9e659e64058d4b71b78a52bef003c18d,118,629,19,100000,100000,27
d7b2f1307b514c64831444168028f93e,190,1972,91,100000,89,172
f2e07405558348809d8fde138d700306,75,378,22,256,213,53
