Row,algebraic_connectivity,average_distance,clique_number,diameter,maximum_degree,maximum_weighted_degree,number_of_edges,radius,skewness_weight,weighted_average_clustering
Z_{1},-0.5225,-0.5939,0.3977,-0.1423,-0.0091,0.4226,0.0843,-0.0033,-0.2002,0.3448
Z_{2},0.2301,0.7398,-0.2637,-0.2023,0.5056,-0.019,0.6528,-0.0937,-0.3513,-0.3839
