Row,z_1,z_2
bnd_pnt_1,-1.92538868832753,-0.845840438097455
bnd_pnt_2,-1.78479201588803,-0.622840612867154
bnd_pnt_3,-1.63428014644435,-0.565332243676359
bnd_pnt_4,-0.865553801300406,0.289907379790522
bnd_pnt_5,-0.940568872282933,0.564057763282127
bnd_pnt_6,-1.05321460403005,0.658977373194217
bnd_pnt_7,-1.59357388730124,0.792309744501357
bnd_pnt_8,-1.39194670385737,0.908719902367249
bnd_pnt_9,-1.32665113732374,1.23146007372431
bnd_pnt_10,-1.16072347846462,1.31695881802045
bnd_pnt_11,-0.88627040448306,1.83370530709002
bnd_pnt_12,-0.679946707218584,2.01124579910335
bnd_pnt_13,0.401808160905596,1.29547076829742
bnd_pnt_14,0.538488912864467,1.06671893232579
bnd_pnt_15,0.830604365614077,1.26648298415231
bnd_pnt_16,1.045877094866,1.09375678884146
bnd_pnt_17,1.72581040218941,0.80084475231594
bnd_pnt_18,1.98654842017688,0.83642222016907
bnd_pnt_19,2.57152165212775,0.461253254675721
bnd_pnt_20,2.74476038843994,0.770375891936384
bnd_pnt_21,3.18674550095735,0.678500704641676
bnd_pnt_22,3.18741515712114,0.465901078825561
bnd_pnt_23,2.83070114988311,0.163242879019468
bnd_pnt_24,2.64224124415985,0.10036926179579
bnd_pnt_25,2.50469625001427,-0.0868352955775015
bnd_pnt_26,2.29645271335415,-0.194259455851348
bnd_pnt_27,2.10224328866706,-0.428850692426368
bnd_pnt_28,1.8966516056641,-0.424558666974753
bnd_pnt_29,1.71132726704595,-0.538565720709539
bnd_pnt_30,1.41031908755662,-0.578601617381865
bnd_pnt_31,1.44328889717639,-0.868182239488073
bnd_pnt_32,0.971682243470025,-0.782241738958673
bnd_pnt_33,0.716354222992824,-0.82967455310688
bnd_pnt_34,0.748483906092214,-1.12889474732212
bnd_pnt_35,0.536592394607058,-1.29452583913284
bnd_pnt_36,-0.0259372502046465,-1.08599718506991
bnd_pnt_37,-0.430183174273882,-1.27364523676046
bnd_pnt_38,-0.728781979688693,-1.15579071759265
bnd_pnt_39,-0.942606788196226,-1.34131710273897
bnd_pnt_40,-0.983943971369198,-1.67989443399406
bnd_pnt_41,-1.16569342134229,-1.65048814800591
bnd_pnt_42,-1.09056849826003,-1.50388584378859
bnd_pnt_43,-1.35122889662495,-1.33512527220294
bnd_pnt_44,-1.55426391518004,-1.50078652412542
bnd_pnt_45,-1.74323381643902,-1.41556470265808
bnd_pnt_46,-1.59792120036933,-0.982062344500347
